wave.pageurl,wave.time,wave.allitemcount,wave.totalelements,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,calc.avg_net_price,calc.attendance_cost,calc.above_average_errors
wscal.edu,2.72,223,980,3,95,16,28,77,4,Westminster Theological Seminary in California,Escondido,CA,Graduate,Graduate,Private nonprofit,,Not online only,,,0.75,4-year,586943,,,,Better than Average
porterchester.edu,7.55,134,960,1,12,12,46,62,1,Porter and Chester Institute of Rocky Hill,Rocky Hill,CT,,,Private for-profit,,,15775,15775,,Less-than-2-year,,,,,Better than Average
porterchester.edu,7.55,134,960,1,12,12,46,62,1,Porter and Chester Institute of Enfield,Enfield,CT,,,Private for-profit,,,18160,18160,,Less-than-2-year,,,,,Better than Average
porterchester.edu,7.55,134,960,1,12,12,46,62,1,Porter and Chester Institute of Waterbury,Waterbury,CT,,,Private for-profit,,,15775,15775,,Less-than-2-year,,,,,Better than Average
porterchester.edu,7.55,134,960,1,12,12,46,62,1,Porter and Chester Institute of Worcester,Worcester,MA,,,Private for-profit,,,15775,15775,,Less-than-2-year,,,,,Better than Average
porterchester.edu,7.55,134,960,1,12,12,46,62,1,Porter and Chester Institute - New London,New London,CT,,,Private for-profit,,,15775,15775,,Less-than-2-year,,,,,Better than Average
porterchester.edu,7.55,134,960,1,12,12,46,62,1,Porter and Chester Institute - Brockton,Brockton,MA,,,Private for-profit,,,15775,15775,,Less-than-2-year,,,,,Better than Average
porterchester.edu,7.55,134,960,1,12,12,46,62,1,Porter and Chester Institute - Chicopee,Chicopee,MA,,,Private for-profit,,,15775,15775,,Less-than-2-year,,,,,Better than Average
itc.edu,3.82,196,979,3,3,74,19,50,47,Interdenominational Theological Center,Atlanta,GA,Graduate,Graduate,Private nonprofit,,Not online only,,,0.2692,4-year,5452279,,,,Better than Average
midwestern.edu,5.83,490,1743,17,6,32,39,142,254,Midwestern University-Downers Grove,Downers Grove,IL,Graduate,Graduate,Private nonprofit,,Not online only,,,0.9944,4-year,5425354,,,,Better than Average
midwestern.edu,5.83,490,1743,17,6,32,39,142,254,Midwestern University-Glendale,Glendale,AZ,Graduate,Graduate,Private nonprofit,,Not online only,,,0.9705,4-year,1812041,,,,Better than Average
ctschicago.edu,7.65,181,841,3,13,26,71,39,29,Chicago Theological Seminary,Chicago,IL,Graduate,Graduate,Private nonprofit,,Not online only,,,0.5,4-year,22439416,,,,Better than Average
mccormick.edu,5.54,259,1349,8,59,41,25,24,102,McCormick Theological Seminary,Chicago,IL,Graduate,Graduate,Private nonprofit,,Not online only,,,0.25,4-year,74957181,,,,Better than Average
meadville.edu,3.83,367,1072,4,26,41,100,86,110,Meadville Theological School of Lombard College,Chicago,IL,Graduate,Graduate,Private nonprofit,,Not online only,,,0.4615,4-year,27378517,,,,Better than Average
seminary.edu,3.22,317,914,58,29,102,15,113,0,Northern Baptist Theological Seminary,Lisle,IL,Graduate,Graduate,Private nonprofit,,Not online only,,,0.4167,4-year,15750593,,,,Worse than Average
triton.edu,4.22,232,1092,18,24,8,12,81,89,Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,Chicago,IL,,,Public,,,2000,2000,,2-year,,,,,Better than Average
nd.edu,1.92,130,612,0,3,23,17,50,37,University of Notre Dame -,Chicago,IL,,,Private nonprofit,,,,,,4-year,,,,,Better than Average
saintmeinrad.edu,5.96,306,883,24,15,16,1,32,218,Saint Meinrad School of Theology,St. Meinrad,IN,Graduate,Graduate,Private nonprofit,,Not online only,,,1,4-year,47621293,,,,Better than Average
coffeyville.edu,3.72,229,1159,1,4,36,28,61,99,Coffeyville Technical Campus,Coffeyville,KS,,,Public,,,3040,4608,,Less-than-2-year,,,,,Better than Average
coffeyville.edu,3.72,229,1159,1,4,36,28,61,99,Columbus Technical Campus,Columbus,KS,,,Public,,,3040,4608,,Less-than-2-year,,,,,Better than Average
cecil.edu,3.23,200,957,0,0,17,36,80,67,Cecil College - Elkton Station,Elkton,MD,,,Public,,,4770,9510,,2-year,,,,,Better than Average
neco.edu,2.62,241,734,9,19,9,34,67,103,New England College of Optometry,Boston,MA,Graduate,Graduate,Private nonprofit,,Not online only,,,0.7222,4-year,10434269,,,,Better than Average
psjs.edu,4.52,220,1048,17,8,15,10,82,88,Pope St John XXIII National Seminary,Weston,MA,Graduate,Graduate,Private nonprofit,,Not online only,,,1,4-year,4740975,,,,Better than Average
davenport.edu,3.52,157,777,2,5,9,14,65,62,Davenport University-Warren Location,Warren,MI,,,Private nonprofit,,,20964,20964,,4-year,,,,,Better than Average
davenport.edu,3.52,157,777,2,5,9,14,65,62,Davenport University-Kalamazoo Location,Kalamazoo,MI,,,Private nonprofit,,,,,,4-year,,,,,Better than Average
davenport.edu,3.52,157,777,2,5,9,14,65,62,Davenport University-Lansing Location,Lansing,MI,,,Private nonprofit,,,20964,20964,,4-year,,,,,Better than Average
davenport.edu,3.52,157,777,2,5,9,14,65,62,Davenport University-Midland Location,Midland,MI,,,Private nonprofit,,,19812,19812,,4-year,,,,,Better than Average
davenport.edu,3.52,157,777,2,5,9,14,65,62,Davenport University-Holland Location,Holland,MI,,,Private nonprofit,,,20964,20964,,4-year,,,,,Better than Average
davenport.edu,3.52,157,777,2,5,9,14,65,62,Davenport University-Traverse City Location,Traverse City,MI,,,Private nonprofit,,,,,,4-year,,,,,Better than Average
davenport.edu,3.52,157,777,2,5,9,14,65,62,Davenport University - Wayne CCCD,Belleville,MI,,,Private nonprofit,,,,,,4-year,,,,,Better than Average
davenport.edu,3.52,157,777,2,5,9,14,65,62,Davenport University - Detroit,Detroit,MI,,,Private nonprofit,,,20964,20964,,4-year,,,,,Better than Average
college.mayo.edu,3.52,220,936,1,2,23,60,61,73,Mayo Clinic College of Medicine and Science - Florida,Jacksonville,FL,,,Private nonprofit,,,3192,3192,,4-year,,,,,Better than Average
college.mayo.edu,3.52,220,936,1,2,23,60,61,73,Mayo Clinic College of Medicine and Science - Arizona,Scottsdale,AZ,,,Private nonprofit,,,3252,3252,,4-year,,,,,Better than Average
unitedseminary.edu,6.33,48,331,1,7,5,9,17,9,United Theological Seminary of the Twin Cities,St. Paul,MN,Graduate,Graduate,Private nonprofit,,Not online only,,,1,4-year,5339090,,,,Better than Average
southeastmn.edu,4.94,288,836,2,8,18,24,94,142,Minnesota State CollegeSoutheast-Red Wing Campus,Red Wing,MN,,,Public,,,6562,6562,,2-year,,,,,Better than Average
monmouth.edu,2.42,165,1081,2,0,42,32,31,58,Monmouth University -  Monmouth Park Corporate Center,West Long Branch,NJ,,,Private nonprofit,,,,,,4-year,,,,,Better than Average
ptsem.edu,5.93,403,1438,1,14,33,50,124,181,Princeton Theological Seminary,Princeton,NJ,Graduate,Graduate,Private nonprofit,,Not online only,,,0.7358,4-year,1135933764,,,,Better than Average
swc.edu,7.63,303,969,27,89,51,24,79,33,Southwestern College,Santa Fe,NM,Graduate,Graduate,Private nonprofit,,Not online only,,,0.1765,4-year,1188831,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Syracuse,Syracuse,NY,,,Private for-profit,,,18786,18786,,2-year,,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Amherst,Getzville,NY,,,Private for-profit,,,17553,17553,,4-year,,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Southtowns,Orchard Park,NY,,,Private for-profit,,,17843,17843,,4-year,,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Henrietta,Rochester,NY,,,Private for-profit,,,18057,18057,,2-year,,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Akron,Copley,OH,,,Private for-profit,,,20445,20445,,4-year,,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Solon,Solon,OH,,,Private for-profit,,,19215,19215,,4-year,,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Cleveland,Cleveland,OH,,,Private for-profit,,,18174,18174,,4-year,,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Richmond,North Chesterfield,VA,,,Private for-profit,,,17573,17573,,4-year,,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Hampton,Hampton,VA,,,Private for-profit,,,16545,16545,,4-year,,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Bayshore,Glendale,WI,,,Private for-profit,,,18329,18329,,4-year,,,,,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Racine,Mount Pleasant,WI,,,Private for-profit,,,19190,19190,,4-year,,,,,Better than Average
bankstreet.edu,6.14,107,648,0,6,8,36,31,26,Bank Street College of Education,New York,NY,Graduate,Graduate,Private nonprofit,,Not online only,,,0.5581,4-year,29299081,,,,Better than Average
weill.cornell.edu,2.43,176,811,0,3,17,20,46,90,Weill Medical College of Cornell University,New York,NY,Graduate,Graduate,Private nonprofit,,Not online only,,,1,4-year,,,,,Better than Average
law.cuny.edu,2.92,70,639,1,0,8,25,34,2,CUNY School of Law,Long Island City,NY,Graduate,Graduate,Public,,Not online only,,,0.6395,4-year,3362975,,,,Better than Average
jbc.edu,6.53,185,915,11,70,23,8,54,19,Jamestown Business College -,Salamanca,NY,,,Private for-profit,,,12945,12945,,4-year,,,,,Better than Average
nyts.edu,2.12,3,10,1,0,1,0,1,0,New York Theological Seminary,New York,NY,Graduate,Graduate,Private nonprofit,,Not online only,,,0.9643,4-year,1001129,,,,Better than Average
pratt.edu,3.52,204,1112,9,1,11,35,70,78,Pratt Manhattan-A Division of Pratt Institute,New York,NY,,,Private nonprofit,,,55590,55590,,4-year,,,,,Better than Average
utsnyc.edu,4.83,192,2176,24,12,36,1,88,31,Union Theological Seminary in the City of New York,New York,NY,Graduate,Graduate,Private nonprofit,,Not online only,,,1,4-year,104971827,,,,Better than Average
huc.edu,4.42,756,1494,0,65,86,68,72,465,Hebrew Union College-Jewish Institute of Religion,New York,NY,Graduate,Graduate,Private nonprofit,,Not online only,,,1,4-year,217845243,,,,Better than Average
huc.edu,4.42,756,1494,0,65,86,68,72,465,Hebrew Union College-Jewish Institute of Religion-Cincinnati,Cincinnati,OH,,,Private nonprofit,,,,,,4-year,,,,,Better than Average
huc.edu,4.42,756,1494,0,65,86,68,72,465,Hebrew Union College-Jewish Institute of Religion-Los Angeles,Los Angeles,CA,,,Private nonprofit,,,,,,4-year,,,,,Better than Average
neomed.edu,7.13,151,928,9,9,19,13,62,39,Northeast Ohio Medical University,Rootstown,OH,Graduate,Graduate,Public,,Not online only,,,0.697,4-year,22679322,,,,Better than Average
evangelical.edu,2.82,179,454,3,69,24,11,41,31,Evangelical Theological Seminary,Myerstown,PA,Graduate,Graduate,Private nonprofit,,Not online only,,,,4-year,2679813,,,,Better than Average
unitedlutheranseminary.edu,2.12,160,379,6,7,5,14,29,99,United Lutheran Seminary,Gettysburg,PA,Graduate,Graduate,Private nonprofit,,Not online only,,,1,4-year,65664711,,,,Better than Average
salus.edu,3.42,285,896,6,19,17,30,51,162,Salus University,Elkins Park,PA,Graduate,Graduate,Private nonprofit,,Not online only,,,0.8362,4-year,46617036,,,,Better than Average
southhills.edu,7.44,213,1274,20,11,15,26,57,84,South Hills School of Business and Technology-Altoona,Altoona,PA,,,Private for-profit,,,18878,18878,,2-year,,,,,Better than Average
reseminary.edu,3.02,66,591,15,3,16,5,15,12,Theological Seminary of the Reformed Episcopal Church,Blue Bell,PA,Graduate,Graduate,Private nonprofit,,Not online only,,,,4-year,1066847,,,,Better than Average
austinseminary.edu,5.43,567,980,31,30,118,23,70,295,Austin Presbyterian Theological Seminary,Austin,TX,Graduate,Graduate,Private nonprofit,,Not online only,,,1,4-year,127351423,,,,Worse than Average
austinseminary.edu,5.43,567,980,31,30,118,23,70,295,Austin Presbyterian Theological Seminary- YMCA Outdoor Center,Antioch,TN,,,Private nonprofit,,,,,,4-year,,,,,Worse than Average
sws.edu,12.45,95,491,8,11,29,9,30,8,Nuvani Institute-Uvalde,Uvalde,TX,,,Private for-profit,,,,,,Less-than-2-year,,,,,Better than Average
sws.edu,12.45,95,491,8,11,29,9,30,8,Nuvani Institute-Del Rio,Del Rio,TX,,,Private for-profit,,,,,,Less-than-2-year,,,,,Better than Average
sws.edu,12.45,95,491,8,11,29,9,30,8,Nuvani Institute-South Campus,Austin,TX,,,Private for-profit,,,,,,Less-than-2-year,,,,,Better than Average
shsst.edu,3.02,115,712,7,10,32,14,36,16,Sacred Heart Seminary and School of Theology,Franklin,WI,Graduate,Graduate,Private nonprofit,,Not online only,,,0.5556,4-year,10252698,,,,Better than Average
psm.edu,5.22,604,1759,1,12,41,15,77,458,Ponce Health Sciences University,Ponce,PR,Graduate,Graduate,Private for-profit,,Not online only,,,0.4526,4-year,,,,,Better than Average
psm.edu,5.22,604,1759,1,12,41,15,77,458,Ponce Health Sciences University-Centro Universitario de San Juan,Santurce,PR,Graduate,Graduate,Private for-profit,,Not online only,,,0.5,4-year,,,,,Better than Average
uts.edu,3.92,122,789,12,36,23,7,38,6,Unification Theological Seminary,New York,NY,Graduate,Graduate,Private nonprofit,,Not online only,,,,4-year,,,,,Better than Average
usa.edu,5.42,423,1326,7,23,113,43,87,150,University of St. Augustine for Health Sciences,San Marcos,CA,Graduate,Graduate,Private for-profit,,Not online only,,,0.2929,4-year,,,,,Better than Average
valley.edu,3.42,379,1267,0,54,171,27,68,59,Valley College - Fairlawn - School of Nursing,Fairlawn,OH,,,Private for-profit,,,,,,Less-than-2-year,,,,,Better than Average
cstcm.edu,6.53,201,1247,13,20,21,7,101,39,Colorado School of Traditional Chinese Medicine,Denver,CO,Graduate,Graduate,Private for-profit,,Not online only,,,,4-year,,,,,Better than Average
ps.edu,5.91,215,1185,7,30,22,16,69,71,Phoenix Seminary,Scottsdale,AZ,Graduate,Graduate,Private nonprofit,,Not online only,,,0.75,4-year,1299953,,,,Better than Average
evergladesuniversity.edu,9.94,710,1977,17,2,52,39,87,513,Everglades University-Orlando,Maitland,FL,,,Private nonprofit,,,18920,18920,,4-year,,,,,Better than Average
evergladesuniversity.edu,9.94,710,1977,17,2,52,39,87,513,Everglades University-Sarasota,Sarasota,FL,,,Private nonprofit,,,18920,18920,,4-year,,,,,Better than Average
evergladesuniversity.edu,9.94,710,1977,17,2,52,39,87,513,Everglades University - Tampa,Tampa,FL,,,Private nonprofit,,,18920,18920,,4-year,,,,,Better than Average
evergladesuniversity.edu,9.94,710,1977,17,2,52,39,87,513,Everglades University - Miami,Miami,FL,,,Private nonprofit,,,18920,18920,,4-year,,,,,Better than Average
erikson.edu,3.43,344,1138,0,28,95,35,89,97,Erikson Institute,Chicago,IL,Graduate,Graduate,Private nonprofit,,Not online only,,,1,4-year,41375277,,,,Better than Average
uvei.edu,2.82,603,1270,6,52,24,36,23,462,Upper Valley Educators Institute,Lebanon,NH,Graduate,Graduate,Private nonprofit,,Not online only,,,,4-year,,,,,Better than Average
txbarber.edu,2.62,93,511,1,20,14,15,20,23,Texas Barber College - Branch Campus #1,Dallas,TX,,,Private for-profit,,,,,,Less-than-2-year,,,,,Better than Average
txbarber.edu,2.62,93,511,1,20,14,15,20,23,Texas Barber College - Branch Campus #2,Dallas,TX,,,Private for-profit,,,,,,Less-than-2-year,,,,,Better than Average
txbarber.edu,2.62,93,511,1,20,14,15,20,23,Texas Barber College - Branch Campus #5,Houston,TX,,,Private for-profit,,,,,,Less-than-2-year,,,,,Better than Average
bcs.edu,7.33,226,1233,3,11,39,9,80,84,Byzantine Catholic Seminary of Saints Cyril and Methodius,Pittsburgh,PA,Graduate,Graduate,Private nonprofit,,Not online only,,,,4-year,,,,,Better than Average
stellarcollege.edu,4.13,356,1253,31,52,95,18,89,71,Stellar Career College - Chicago IL,Chicago,IL,,,Private for-profit,,,,,,Less-than-2-year,,,,,Worse than Average
thechicagoschool.edu/anaheim,5.72,256,1500,0,4,13,21,55,163,The Chicago School of Professional Psychology at Anaheim,Anaheim,CA,Graduate,Graduate,Private nonprofit,,Not online only,,,1,4-year,4421375,,,,Better than Average
johnpaulii.edu,5.02,446,2149,10,6,44,29,86,271,Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,Graduate,Graduate,Private nonprofit,,Not online only,,,0.6667,4-year,2804238,,,,Better than Average
vcfa.edu,2.72,106,855,17,8,38,2,41,0,Vermont College of Fine Arts,Montpelier,VT,Graduate,Graduate,Private nonprofit,,Not online only,,,0.0071,4-year,464781,,,,Better than Average
rm.edu,4.92,394,2398,53,2,143,25,143,28,Rocky Mountain University of Health Professions,Provo,UT,Graduate,Graduate,Private for-profit,,Not online only,,,0.8205,4-year,,,,,Worse than Average
uwla.edu,3.82,369,940,0,1,65,26,69,208,University of West Los Angeles - Chatsworth,Chatsworth,CA,,,Private for-profit,,,,,,4-year,,,,,Better than Average
thechicagoschool.edu/new-orleans,9.03,231,1405,0,3,13,21,50,144,The Chicago School of Professional Psychology at Xavier University of Louisiana,New Orleans,LA,Graduate,Graduate,Private nonprofit,,Not online only,,,,4-year,396790,,,,Better than Average
burrell.edu,10.73,287,1399,13,4,28,14,89,139,Burrell College of Osteopathic Medicine,Las Cruces,NM,Graduate,Graduate,Private for-profit,,Not online only,,,,4-year,,,,,Better than Average
troy.edu/about-us/dothan-campus/index.html,3.62,159,388,1,19,20,20,35,64,Troy University-Dothan Campus,Dothan,AL,,,Public,,,9312,18624,,4-year,,,,,Better than Average
hst.edu,6.33,130,573,0,30,16,19,27,38,Harding School of Theology,Memphis,TN,,,Private nonprofit,,,,,,4-year,,,,,Better than Average
atep.ivc.edu,2.72,22,149,5,1,2,4,9,1,IDEA at ATEP,Tustin,CA,,,Public,,,1148,8828,,2-year,,,,,Better than Average
vvc.edu/academic/aviation-tech,7.42,488,1413,0,27,69,29,100,263,Victor Valley Community College - Aviation Technology,Victorville,CA,,,Public,,,1447,9233,,2-year,,,,,Better than Average
ivytech.edu/columbus,2.52,174,805,9,1,6,38,45,75,Ivy Tech Community College-Columbus,Columbus,IN,,,Public,,,4637,8927,,2-year,,,,,Better than Average
ivytech.edu/sellersburg,2.32,174,805,9,1,6,38,45,75,Ivy Tech Community College-Sellersburg,Sellersburg,IN,,,Public,,,4637,8927,,2-year,,,,,Better than Average
ivytech.edu/richmond,4.82,354,1488,18,4,22,91,64,155,Ivy Tech Community College-Richmond,Richmond,IN,,,Public,,,4637,8927,,2-year,,,,,Better than Average
